Desc	Orthogroup	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
n/a	OG0020250	0	0	0	0	1	0	0	0	2
n/a	OG0020251	0	0	0	0	2	1	0	0	0
n/a	OG0020254	0	0	0	0	1	2	0	0	0
n/a	OG0020261	0	0	0	0	1	1	0	0	1
n/a	OG0020262	0	0	0	0	1	1	0	0	1
n/a	OG0020263	0	0	0	0	1	0	0	0	0
n/a	OG0020267	0	0	0	0	1	1	0	0	1
n/a	OG0020268	0	0	0	0	1	0	0	0	0
n/a	OG0020273	0	0	0	0	2	1	0	0	0
n/a	OG0020275	0	0	0	0	1	0	0	0	1
n/a	OG0020276	0	0	0	0	1	0	0	0	0
n/a	OG0020277	0	0	0	0	2	0	0	0	1
n/a	OG0020280	0	0	0	0	1	1	0	0	1
n/a	OG0020281	0	0	0	0	2	0	0	0	1
n/a	OG0020282	0	0	0	0	1	1	0	0	1
n/a	OG0020283	0	0	0	0	1	0	0	0	2
n/a	OG0020286	0	0	0	0	2	0	0	0	0
n/a	OG0020287	0	0	0	0	1	1	0	0	1
n/a	OG0020288	0	0	0	0	1	0	0	0	1
n/a	OG0020297	0	0	0	0	2	1	0	0	0
n/a	OG0020298	0	0	0	0	1	1	0	0	1
n/a	OG0020299	0	0	0	0	2	1	0	0	0
n/a	OG0020302	0	0	0	0	1	1	0	0	1
n/a	OG0020304	0	0	0	0	2	1	0	0	0
n/a	OG0020311	0	0	0	0	1	1	0	0	1
n/a	OG0020313	0	0	0	0	1	1	0	0	1
n/a	OG0020314	0	0	0	0	1	0	0	0	2
n/a	OG0020317	0	0	0	0	1	0	0	0	2
n/a	OG0020318	0	0	0	0	1	1	0	0	1
n/a	OG0020321	0	0	0	0	1	0	1	0	0
n/a	OG0020326	0	0	0	0	2	0	0	0	1
n/a	OG0020327	0	0	0	0	2	0	0	0	1
n/a	OG0020329	0	0	0	0	1	0	0	0	1
n/a	OG0020332	0	0	0	0	1	0	0	0	2
n/a	OG0020333	0	0	0	0	1	0	0	0	2
n/a	OG0020334	0	0	0	0	1	1	0	0	1
n/a	OG0020337	0	0	0	0	1	1	0	0	1
n/a	OG0020340	0	0	0	0	1	2	0	0	0
n/a	OG0020346	0	0	0	0	1	2	0	0	0
n/a	OG0020348	0	0	0	0	1	0	0	0	0
n/a	OG0020350	0	0	0	0	1	0	0	0	2
n/a	OG0020353	0	0	0	0	1	1	0	0	1
n/a	OG0020355	0	0	0	0	1	1	0	0	1
n/a	OG0020356	0	0	0	0	1	1	0	0	1
n/a	OG0020360	0	0	0	0	2	1	0	0	0
n/a	OG0020362	0	0	0	0	1	1	0	0	1
n/a	OG0020365	0	0	0	0	1	0	0	0	2
n/a	OG0020368	0	0	0	0	1	0	0	0	2
n/a	OG0020370	0	0	0	0	1	0	1	0	0
n/a	OG0020371	0	0	0	0	1	1	0	0	1
n/a	OG0020372	0	0	0	0	2	1	0	0	0
n/a	OG0020373	0	0	0	0	1	1	0	0	1
n/a	OG0020374	0	0	0	0	2	0	0	0	1
n/a	OG0020377	0	0	0	0	1	1	0	0	1
n/a	OG0020383	0	0	0	0	1	0	0	0	0
n/a	OG0020385	0	0	0	0	1	0	0	0	1
n/a	OG0020386	0	0	0	0	1	2	0	0	0
n/a	OG0020387	0	0	0	0	1	2	0	0	0
n/a	OG0020388	0	0	0	0	1	1	0	0	1
n/a	OG0020389	0	0	0	0	1	1	0	0	1
n/a	OG0020391	0	0	0	0	1	1	0	0	1
n/a	OG0020392	0	0	0	0	1	1	0	0	0
n/a	OG0020393	0	0	0	0	1	2	0	0	0
n/a	OG0020395	0	0	0	0	1	0	1	0	0
n/a	OG0020396	0	0	0	0	1	1	0	0	1
n/a	OG0020399	0	0	0	0	2	0	0	0	1
n/a	OG0020400	0	0	0	0	1	2	0	0	0
n/a	OG0020402	0	0	0	0	2	0	0	0	0
n/a	OG0020404	0	0	0	0	1	0	0	0	2
n/a	OG0020406	0	0	0	0	1	1	0	0	1
n/a	OG0020407	0	0	0	0	1	1	0	0	1
n/a	OG0020408	0	0	0	0	2	0	0	0	1
n/a	OG0020409	0	0	0	0	2	0	0	0	1
n/a	OG0020410	0	0	0	0	1	0	0	0	0
n/a	OG0020411	0	0	0	0	1	1	0	0	1
n/a	OG0020413	0	0	0	0	1	1	0	0	1
n/a	OG0020415	0	0	0	0	1	0	0	0	0
n/a	OG0020416	0	0	0	0	1	0	1	0	0
n/a	OG0020417	0	0	0	0	2	1	0	0	0
n/a	OG0020419	0	0	0	0	1	1	0	0	1
n/a	OG0020421	0	0	0	0	1	0	0	0	0
n/a	OG0020422	0	0	0	0	1	1	0	0	0
n/a	OG0020423	0	0	0	0	1	1	0	0	1
n/a	OG0020424	0	0	0	0	1	1	0	0	0
n/a	OG0020425	0	0	0	0	1	0	0	0	2
n/a	OG0020426	0	0	0	0	1	0	0	0	0
n/a	OG0020427	0	0	0	0	2	1	0	0	0
n/a	OG0020429	0	0	0	0	2	0	0	0	0
n/a	OG0020430	0	0	0	0	2	0	0	0	0
n/a	OG0020431	0	0	0	0	1	0	0	0	2
n/a	OG0020432	0	0	0	0	1	0	0	0	2
n/a	OG0020433	0	0	0	0	1	1	0	0	1
n/a	OG0020434	0	0	0	0	1	1	0	0	1
n/a	OG0020436	0	0	0	0	1	1	0	0	1
n/a	OG0020438	0	0	0	0	1	1	0	0	1
n/a	OG0020440	0	0	0	0	1	0	1	0	0
n/a	OG0020441	0	0	0	0	1	1	0	0	1
n/a	OG0020443	0	0	0	0	1	1	0	0	1
n/a	OG0020444	0	0	0	0	0	2	0	0	1
n/a	OG0020446	0	0	0	0	0	2	0	0	1
n/a	OG0020447	0	0	0	0	0	2	0	0	1
n/a	OG0020452	0	0	0	0	0	2	0	0	1
n/a	OG0020453	0	0	0	0	0	2	0	0	1
n/a	OG0020454	0	0	0	0	0	2	0	0	1
n/a	OG0020455	0	0	0	0	0	2	0	0	1
n/a	OG0020456	0	0	0	0	0	2	0	0	1
n/a	OG0020459	0	0	0	0	0	1	0	0	2
n/a	OG0020460	0	0	0	0	0	2	0	0	1
n/a	OG0020461	0	0	0	0	0	1	0	0	1
n/a	OG0020462	0	0	0	0	0	2	0	0	1
n/a	OG0020463	0	0	0	0	0	1	0	0	2
n/a	OG0020465	0	0	0	0	0	2	0	0	1
n/a	OG0020468	0	0	0	0	0	2	0	0	1
n/a	OG0020469	0	0	0	0	0	1	0	0	2
n/a	OG0020471	0	0	0	0	0	1	0	0	2
n/a	OG0020479	0	0	0	0	0	1	0	0	2
n/a	OG0020483	0	0	0	0	0	2	0	0	1
n/a	OG0020484	0	0	0	0	0	1	0	0	2
n/a	OG0020486	0	0	0	0	0	1	0	0	2
n/a	OG0020488	0	0	0	0	0	1	0	0	2
n/a	OG0020492	0	0	0	0	0	2	0	0	1
n/a	OG0020501	0	0	0	0	0	1	0	0	2
n/a	OG0020503	0	0	0	0	0	1	0	0	2
n/a	OG0020507	0	0	0	0	0	2	0	0	1
n/a	OG0020508	0	0	0	0	0	1	0	0	2
n/a	OG0020511	0	0	0	0	0	1	0	0	2
n/a	OG0020514	0	0	0	0	0	2	0	0	1
n/a	OG0020516	0	0	0	0	0	1	0	0	2
n/a	OG0020517	0	0	0	0	0	1	0	1	0
n/a	OG0020521	0	0	0	0	0	2	0	0	1
n/a	OG0020522	0	0	0	0	0	2	0	0	1
n/a	OG0020523	0	0	0	0	0	2	0	0	1
n/a	OG0020527	0	0	0	0	0	1	0	0	2
n/a	OG0020528	0	0	0	0	0	2	0	0	1
n/a	OG0020529	0	0	0	0	0	2	0	0	1
n/a	OG0020530	0	0	0	0	0	1	0	0	2
n/a	OG0020531	0	0	0	0	0	2	0	0	1
n/a	OG0020532	0	0	0	0	0	2	0	0	1
n/a	OG0020534	0	0	0	0	0	1	0	0	2
n/a	OG0020535	0	0	0	0	0	1	0	0	2
n/a	OG0020536	0	0	0	0	0	2	0	0	1
n/a	OG0020537	0	0	0	0	0	2	0	0	1
n/a	OG0020538	0	0	0	0	0	2	0	0	1
n/a	OG0020539	0	0	0	0	0	1	1	0	0
n/a	OG0020540	0	0	0	0	0	2	0	0	1
n/a	OG0020541	0	0	0	0	0	1	0	0	2
n/a	OG0020542	0	0	0	0	0	2	0	0	1
n/a	OG0020544	0	0	0	0	0	2	0	0	1
n/a	OG0020546	0	0	0	0	0	1	0	0	0
n/a	OG0020548	0	0	0	0	0	2	0	0	1
n/a	OG0020549	0	0	0	0	0	2	0	0	1
n/a	OG0020550	0	0	0	0	0	2	0	0	1
n/a	OG0020552	0	0	0	0	0	1	1	0	0
n/a	OG0020555	0	0	0	0	0	2	0	0	1
n/a	OG0020556	0	0	0	0	0	1	0	0	2
n/a	OG0020557	0	0	0	0	0	1	0	0	0
n/a	OG0020558	0	0	0	0	0	1	1	0	0
n/a	OG0020559	0	0	0	0	0	2	0	0	1
n/a	OG0020560	0	0	0	0	0	1	0	0	2
n/a	OG0020561	0	0	0	0	0	2	0	0	1
n/a	OG0020563	0	0	0	0	0	2	0	0	1
n/a	OG0020564	0	0	0	0	0	2	0	0	1
n/a	OG0020565	0	0	0	0	0	1	0	0	2
n/a	OG0020566	0	0	0	0	0	2	0	0	1
n/a	OG0020567	0	0	0	0	0	2	0	0	1
n/a	OG0020569	0	0	0	0	0	1	0	0	2
n/a	OG0020570	0	0	0	0	0	1	0	0	2
n/a	OG0020571	0	0	0	0	0	2	0	0	1
n/a	OG0020572	0	0	0	0	0	0	0	1	0
n/a	OG0020574	0	0	0	0	0	0	1	0	0
n/a	OG0020576	0	0	0	0	0	0	1	0	0
n/a	OG0020577	0	0	0	0	0	0	1	0	0
n/a	OG0020578	0	0	0	0	0	0	0	1	0
n/a	OG0020579	0	0	0	0	0	0	0	1	0
n/a	OG0020580	0	0	0	0	0	0	1	0	0
n/a	OG0020581	0	0	0	0	0	0	1	0	0
n/a	OG0020582	0	0	0	0	0	0	0	1	0
n/a	OG0020583	0	0	0	0	0	0	1	0	0
n/a	OG0020586	0	0	0	0	0	0	0	1	0
n/a	OG0020587	0	0	0	0	0	0	0	1	0
n/a	OG0020588	0	0	0	0	0	0	0	1	0
n/a	OG0020589	0	0	0	0	0	0	0	1	0
n/a	OG0020591	0	0	0	0	0	0	0	1	0
n/a	OG0020592	0	0	0	0	0	0	0	1	0
n/a	OG0020594	0	0	0	0	0	0	1	0	0
n/a	OG0020595	0	0	0	0	0	0	1	0	0
n/a	OG0020596	0	0	0	0	0	0	0	1	0
n/a	OG0020597	0	0	0	0	0	0	0	1	0
n/a	OG0020598	0	0	0	0	0	0	0	1	0
n/a	OG0020600	0	0	0	0	0	0	1	0	0
n/a	OG0020601	0	0	0	0	0	0	0	1	0
n/a	OG0020602	0	0	0	0	0	0	1	0	0
n/a	OG0020603	0	0	0	0	0	0	1	0	0
n/a	OG0020604	0	0	0	0	0	0	1	0	0
n/a	OG0020606	0	0	0	0	0	0	1	0	0
n/a	OG0020607	0	0	0	0	0	0	0	1	0
n/a	OG0020609	0	0	0	0	0	0	0	1	0
n/a	OG0020611	0	0	0	0	0	0	1	0	0
n/a	OG0020613	0	0	0	0	0	0	1	0	0
n/a	OG0020614	0	0	0	0	0	0	0	1	0
n/a	OG0020615	0	0	0	0	0	0	0	1	0
n/a	OG0020616	0	0	0	0	0	0	0	1	0
n/a	OG0020617	0	0	0	0	0	0	1	0	0
n/a	OG0020618	0	0	0	0	0	0	1	0	0
n/a	OG0020619	0	0	0	0	0	0	0	1	0
n/a	OG0020620	0	0	0	0	0	0	1	0	1
n/a	OG0020621	0	0	0	0	0	0	0	1	0
n/a	OG0020623	0	0	0	0	0	0	0	1	0
n/a	OG0020624	0	0	0	0	0	0	1	0	0
n/a	OG0020625	0	0	0	0	0	0	0	1	0
n/a	OG0020626	0	0	0	0	0	0	0	1	0
n/a	OG0020629	0	0	0	0	0	0	1	0	0
n/a	OG0020631	0	0	0	0	0	0	0	1	0
n/a	OG0020633	0	0	0	0	0	0	0	1	0
n/a	OG0020634	0	0	0	0	0	0	1	0	0
n/a	OG0020635	0	0	0	0	0	0	1	0	0
n/a	OG0020638	0	0	0	0	0	0	0	1	0
n/a	OG0020640	0	0	0	0	0	0	1	0	0
n/a	OG0020641	0	0	0	0	0	0	1	0	0
n/a	OG0020642	0	0	0	0	0	0	1	0	0
n/a	OG0020644	0	0	0	0	0	0	1	0	0
n/a	OG0020646	0	0	0	0	0	0	0	1	0
n/a	OG0020647	0	0	0	0	0	0	0	1	0
n/a	OG0020648	0	0	0	0	0	0	1	0	0
n/a	OG0020649	0	0	0	0	0	0	0	1	0
n/a	OG0020652	0	0	0	0	0	0	0	1	0
n/a	OG0020653	0	0	0	0	0	0	0	1	0
n/a	OG0020654	0	0	0	0	0	0	1	0	0
n/a	OG0020655	0	0	0	0	0	0	0	1	0
n/a	OG0020656	0	0	0	0	0	0	0	1	0
n/a	OG0020657	0	0	0	0	0	0	0	1	0
n/a	OG0020658	0	0	0	0	0	0	0	0	1
n/a	OG0020660	0	0	0	0	0	0	0	1	0
n/a	OG0020661	0	0	0	0	0	0	0	0	2
n/a	OG0020662	0	0	0	0	0	0	1	0	0
n/a	OG0020663	0	0	0	0	0	0	1	0	0
n/a	OG0020664	0	0	0	0	0	0	0	1	0
n/a	OG0020665	0	0	0	0	0	0	0	1	0
n/a	OG0020666	0	0	0	0	0	0	1	0	0
n/a	OG0020667	0	0	0	0	0	0	0	1	0
n/a	OG0020668	0	0	0	0	0	0	0	0	1
n/a	OG0020670	0	0	0	0	0	0	0	1	0
n/a	OG0020672	0	0	0	0	0	0	0	1	0
n/a	OG0020673	0	0	0	0	0	0	1	0	0
n/a	OG0020675	0	0	0	0	0	0	0	0	2
n/a	OG0020676	0	0	0	0	0	0	1	0	0
n/a	OG0020677	0	0	0	0	0	0	1	0	0
n/a	OG0020678	0	0	0	0	0	0	1	0	0
n/a	OG0020680	0	0	0	0	0	0	0	1	0
n/a	OG0020682	0	0	0	0	0	0	0	1	0
n/a	OG0020683	0	0	0	0	0	0	0	1	0
n/a	OG0020684	0	0	0	0	0	0	1	0	0
n/a	OG0020686	0	0	0	0	0	0	0	1	0
n/a	OG0020688	0	0	0	0	0	0	1	0	0
n/a	OG0020691	0	0	0	0	0	0	1	0	0
n/a	OG0020692	0	0	0	0	0	0	0	1	0
n/a	OG0020693	0	0	0	0	0	0	0	0	2
n/a	OG0020695	0	0	0	0	0	0	0	1	0
n/a	OG0020696	0	0	0	0	0	0	1	0	0
n/a	OG0020697	0	0	0	0	0	0	1	0	0
n/a	OG0020699	0	0	0	0	0	0	0	1	0
n/a	OG0020700	0	0	0	0	0	0	0	1	0
n/a	OG0020701	0	0	0	0	0	0	0	1	0
n/a	OG0020703	0	0	0	0	0	0	0	1	0
n/a	OG0020704	0	0	0	0	0	0	1	0	0
n/a	OG0020705	0	0	0	0	0	0	1	0	0
n/a	OG0020706	0	0	0	0	0	0	1	0	0
n/a	OG0020707	0	0	0	0	0	0	0	1	0
n/a	OG0020708	0	0	0	0	0	0	1	0	0
n/a	OG0020709	0	0	0	0	0	0	0	1	0
n/a	OG0020710	0	0	0	0	0	0	1	0	0
n/a	OG0020711	0	0	0	0	0	0	0	1	0
n/a	OG0020712	0	0	0	0	0	0	0	1	0
n/a	OG0020713	0	0	0	0	0	0	1	0	0
n/a	OG0020714	0	0	0	0	0	0	1	0	0
n/a	OG0020715	0	0	0	0	0	0	1	0	0
n/a	OG0020716	0	0	0	0	0	0	1	0	0
n/a	OG0020720	0	0	0	0	0	0	0	1	0
n/a	OG0020722	0	0	0	0	0	0	1	0	0
n/a	OG0020723	0	0	0	0	0	0	1	0	0
n/a	OG0020724	0	0	0	0	0	0	0	1	0
n/a	OG0020725	0	0	0	0	0	0	0	1	0
n/a	OG0020726	0	0	0	0	0	0	0	1	0
n/a	OG0020727	0	0	0	0	0	0	0	1	0
n/a	OG0020729	0	0	0	0	0	0	0	1	0
n/a	OG0020731	0	0	0	0	0	0	1	0	0
n/a	OG0020733	0	0	0	0	0	0	0	1	0
n/a	OG0020734	0	0	0	0	0	0	0	1	0
n/a	OG0020735	0	0	0	0	0	0	0	1	0
n/a	OG0020736	0	0	0	0	0	0	0	1	0
n/a	OG0020737	0	0	0	0	0	0	0	1	0
n/a	OG0020738	0	0	0	0	0	0	0	1	0
n/a	OG0020739	0	0	0	0	0	0	0	1	0
n/a	OG0020740	0	0	0	0	0	0	1	0	0
n/a	OG0020741	0	0	0	0	0	0	0	1	0
n/a	OG0020742	0	0	0	0	0	0	0	1	0
n/a	OG0020744	0	0	0	0	0	0	1	0	0
n/a	OG0020745	0	0	0	0	0	0	1	0	0
n/a	OG0020746	0	0	0	0	0	0	0	1	0
n/a	OG0020748	0	0	0	0	0	0	0	1	0
n/a	OG0020749	0	0	0	0	0	0	1	0	0
n/a	OG0020750	0	0	0	0	0	0	0	1	0
n/a	OG0020751	0	0	0	0	0	0	1	0	1
n/a	OG0020752	0	0	0	0	0	0	0	1	0
n/a	OG0020754	0	0	0	0	0	0	1	0	0
n/a	OG0020755	0	0	0	0	0	0	1	0	0
n/a	OG0020756	0	0	0	0	0	0	0	1	0
n/a	OG0020757	0	0	0	0	0	0	0	1	0
n/a	OG0020758	0	0	0	0	0	0	0	1	0
n/a	OG0020759	0	0	0	0	0	0	0	1	0
n/a	OG0020760	0	0	0	0	0	0	1	0	0
n/a	OG0020761	0	0	0	0	0	0	0	1	0
n/a	OG0020762	0	0	0	0	0	0	1	0	0
n/a	OG0020763	0	0	0	0	0	0	0	1	0
n/a	OG0020764	0	0	0	0	0	0	0	1	0
n/a	OG0020767	0	0	0	0	0	0	0	1	0
n/a	OG0020768	0	0	0	0	0	0	1	0	0
n/a	OG0020769	0	0	0	0	0	0	0	1	0
n/a	OG0020770	0	0	0	0	0	0	1	0	0
n/a	OG0020771	0	0	0	0	0	0	0	1	0
n/a	OG0020772	0	0	0	0	0	0	0	1	0
n/a	OG0020773	0	0	0	0	0	0	0	1	0
n/a	OG0020774	0	0	0	0	0	0	0	1	0
n/a	OG0020775	0	0	0	0	0	0	0	1	0
n/a	OG0020776	0	0	0	0	0	0	0	1	0
n/a	OG0020777	0	0	0	0	0	0	1	0	0
n/a	OG0020778	0	0	0	0	0	0	0	1	0
n/a	OG0020779	0	0	0	0	0	0	0	1	0
n/a	OG0020780	0	0	0	0	0	0	1	0	0
n/a	OG0020781	0	0	0	0	0	0	0	1	0
n/a	OG0020782	0	0	0	0	0	0	0	1	0
n/a	OG0020783	0	0	0	0	0	0	1	0	0
n/a	OG0020784	0	0	0	0	0	0	0	1	0
n/a	OG0020785	0	0	0	0	0	0	0	1	0
n/a	OG0020786	0	0	0	0	0	0	0	1	0
n/a	OG0020787	0	0	0	0	0	0	1	0	0
n/a	OG0020788	0	0	0	0	0	0	0	1	0
n/a	OG0020790	0	0	0	0	0	0	1	0	0
n/a	OG0020791	0	0	0	0	0	0	0	0	1
n/a	OG0020792	0	0	0	0	0	0	1	0	0
n/a	OG0020794	0	0	0	0	0	0	1	0	0
n/a	OG0020795	0	0	0	0	0	0	0	1	0
n/a	OG0020796	0	0	0	0	0	0	1	0	0
n/a	OG0020797	0	0	0	0	0	0	0	1	0
n/a	OG0020798	0	0	0	0	0	0	0	1	0
n/a	OG0020800	0	0	0	0	0	0	0	1	0
n/a	OG0020801	0	0	0	0	0	0	0	1	0
n/a	OG0020802	0	0	0	0	0	0	0	1	0
n/a	OG0020803	0	0	0	0	0	0	0	1	0
n/a	OG0020804	0	0	0	0	0	0	0	1	0
n/a	OG0020805	0	0	0	0	0	0	0	1	0
n/a	OG0020806	0	0	0	0	0	0	0	1	0
n/a	OG0020807	0	0	0	0	0	0	0	1	0
n/a	OG0020809	0	0	0	0	0	0	1	0	0
n/a	OG0020810	0	0	0	0	0	0	0	1	0
n/a	OG0020811	0	0	0	0	0	0	0	1	0
n/a	OG0020812	0	0	0	0	0	0	0	1	0
n/a	OG0020813	0	0	0	0	0	0	0	1	0
n/a	OG0020814	0	0	0	0	0	0	1	0	0
n/a	OG0020816	0	0	0	0	0	0	0	1	0
n/a	OG0020817	0	0	0	0	0	0	0	1	0
n/a	OG0020818	0	0	0	0	0	0	1	0	0
n/a	OG0020819	0	0	0	0	0	0	1	0	0
n/a	OG0020821	0	0	0	0	0	0	1	0	0
n/a	OG0020822	0	0	0	0	0	0	1	0	0
n/a	OG0020823	0	0	0	0	0	0	0	1	0
n/a	OG0020824	0	0	0	0	0	0	0	1	0
n/a	OG0020826	0	0	0	0	0	0	0	1	0
n/a	OG0020827	0	0	0	0	0	0	0	1	0
n/a	OG0020828	0	0	0	0	0	0	1	0	0
n/a	OG0020829	0	0	0	0	0	0	0	1	0
n/a	OG0020831	0	0	0	0	0	0	0	1	0
n/a	OG0020832	0	0	0	0	0	0	1	0	0
n/a	OG0020833	0	0	0	0	0	0	1	0	0
n/a	OG0020834	0	0	0	0	0	0	1	0	0
n/a	OG0020836	0	0	0	0	0	0	1	0	0
n/a	OG0020837	0	0	0	0	0	0	0	1	0
n/a	OG0020838	0	0	0	0	0	0	0	0	1
n/a	OG0020839	0	0	0	0	0	0	1	0	0
n/a	OG0020840	0	0	0	0	0	0	0	1	0
n/a	OG0020841	0	0	0	0	0	0	0	1	0
n/a	OG0020842	0	0	0	0	0	0	0	1	0
n/a	OG0020843	0	0	0	0	0	0	0	1	0
n/a	OG0020844	0	0	0	0	0	0	0	1	0
n/a	OG0020845	0	0	0	0	0	0	1	0	0
n/a	OG0020846	0	0	0	0	0	0	0	1	0
n/a	OG0020848	0	0	0	0	0	0	0	1	0
n/a	OG0020849	0	0	0	0	0	0	0	1	0
n/a	OG0020850	0	0	0	0	0	0	0	1	0
n/a	OG0020851	0	0	0	0	0	0	0	1	0
n/a	OG0020852	0	0	0	0	0	0	0	1	0
n/a	OG0020853	0	0	0	0	0	0	0	1	0
n/a	OG0020854	0	0	0	0	0	0	1	0	0
n/a	OG0020855	0	0	0	0	0	0	0	1	0
n/a	OG0020856	0	0	0	0	0	0	1	0	0
n/a	OG0020857	0	0	0	0	0	0	1	0	0
n/a	OG0020858	0	0	0	0	0	0	1	0	0
n/a	OG0020859	0	0	0	0	0	0	1	0	0
n/a	OG0020860	0	0	0	0	0	0	0	1	0
n/a	OG0020861	0	0	0	0	0	0	1	0	0
n/a	OG0020863	0	0	0	0	0	0	0	1	0
n/a	OG0020864	0	0	0	0	0	0	0	1	0
n/a	OG0020865	0	0	0	0	0	0	0	1	0
n/a	OG0020866	0	0	0	0	0	0	0	1	0
n/a	OG0020867	0	0	0	0	0	0	0	1	0
n/a	OG0020868	0	0	0	0	0	0	1	0	0
n/a	OG0020869	0	0	0	0	0	0	0	1	0
n/a	OG0020870	0	0	0	0	0	0	0	1	0
n/a	OG0020871	0	0	0	0	0	0	0	0	2
n/a	OG0020873	0	0	0	0	0	0	0	1	0
n/a	OG0020874	0	0	0	0	0	0	0	1	0
n/a	OG0020875	0	0	0	0	0	0	0	1	0
n/a	OG0020876	0	0	0	0	0	0	0	1	0
n/a	OG0020877	0	0	0	0	0	0	1	0	0
n/a	OG0020878	0	0	0	0	0	0	0	1	0
n/a	OG0020879	0	0	0	0	0	0	0	1	0
n/a	OG0020880	0	0	0	0	0	0	0	1	0
n/a	OG0020881	0	0	0	0	0	0	0	1	0
n/a	OG0020882	0	0	0	0	0	0	1	0	0
n/a	OG0020883	0	0	0	0	0	0	1	0	0
n/a	OG0020884	0	0	0	0	0	0	0	1	0
n/a	OG0020885	0	0	0	0	0	0	0	1	0
n/a	OG0020886	0	0	0	0	0	0	1	0	0
n/a	OG0020887	0	0	0	0	0	0	0	1	0
n/a	OG0020888	0	0	0	0	0	0	1	0	0
n/a	OG0020889	0	0	0	0	0	0	1	0	0
n/a	OG0020890	0	0	0	0	0	0	0	1	0
n/a	OG0020891	0	0	0	0	0	0	0	1	0
n/a	OG0020893	0	0	0	0	0	0	0	1	0
n/a	OG0020894	0	0	0	0	0	0	1	0	0
n/a	OG0020895	0	0	0	0	0	0	1	0	0
n/a	OG0020896	0	0	0	0	0	0	1	0	0
n/a	OG0020897	0	0	0	0	0	0	1	0	0
n/a	OG0020898	0	0	0	0	0	0	0	1	0
n/a	OG0020900	0	0	0	0	0	0	0	1	0
n/a	OG0020901	0	0	0	0	0	0	0	1	0
n/a	OG0020902	0	0	0	0	0	0	1	0	0
n/a	OG0020903	0	0	0	0	0	0	1	0	0
n/a	OG0020904	0	0	0	0	0	0	1	0	0
n/a	OG0020905	0	0	0	0	0	0	0	1	0
n/a	OG0020906	0	0	0	0	0	0	0	1	0
n/a	OG0020907	0	0	0	0	0	0	0	0	1
n/a	OG0020909	0	0	0	0	0	0	0	1	0
n/a	OG0020910	0	0	0	0	0	0	1	0	0
n/a	OG0020911	0	0	0	0	0	0	0	1	0
n/a	OG0020912	0	0	0	0	0	0	0	1	0
n/a	OG0020913	0	0	0	0	0	0	1	0	0
n/a	OG0020914	0	0	0	0	0	0	0	1	0
n/a	OG0020915	0	0	0	0	0	0	0	1	0
n/a	OG0020916	0	0	0	0	0	0	0	1	0
n/a	OG0020917	0	0	0	0	0	0	0	1	0
n/a	OG0020918	0	0	0	0	0	0	0	1	0
n/a	OG0020919	0	0	0	0	0	0	0	1	0
n/a	OG0020921	0	0	0	0	0	0	0	1	0
n/a	OG0020923	0	0	0	0	0	0	1	0	0
n/a	OG0020924	0	0	0	0	0	0	0	1	0
n/a	OG0020925	0	0	0	0	0	0	1	0	0
n/a	OG0020926	0	0	0	0	0	0	0	1	0
n/a	OG0020927	0	0	0	0	0	0	0	1	0
n/a	OG0020929	0	0	0	0	0	0	1	0	0
n/a	OG0020930	0	0	0	0	0	0	1	0	0
n/a	OG0020931	0	0	0	0	0	0	1	0	0
n/a	OG0020932	0	0	0	0	0	0	0	1	0
n/a	OG0020933	0	0	0	0	0	0	0	1	0
n/a	OG0020934	0	0	0	0	0	0	1	0	0
n/a	OG0020935	0	0	0	0	0	0	0	1	0
n/a	OG0020936	0	0	0	0	0	0	0	1	0
n/a	OG0020937	0	0	0	0	0	0	1	0	0
n/a	OG0020938	0	0	0	0	0	0	0	1	0
n/a	OG0020939	0	0	0	0	0	0	1	0	0
n/a	OG0020940	0	0	0	0	0	0	1	0	0
n/a	OG0020941	0	0	0	0	0	0	1	0	0
n/a	OG0020942	0	0	0	0	0	0	0	1	0
n/a	OG0020943	0	0	0	0	0	0	0	1	0
n/a	OG0020944	0	0	0	0	0	0	0	1	0
n/a	OG0020945	0	0	0	0	0	0	1	0	0
n/a	OG0020946	0	0	0	0	0	0	0	1	0
n/a	OG0020947	0	0	0	0	0	0	1	0	0
n/a	OG0020948	0	0	0	0	0	0	1	0	0
n/a	OG0020949	0	0	0	0	0	0	0	1	0
n/a	OG0020950	0	0	0	0	0	0	0	0	1
n/a	OG0020951	0	0	0	0	0	0	1	0	0
n/a	OG0020952	0	0	0	0	0	0	0	1	0
n/a	OG0020953	0	0	0	0	0	0	0	1	0
n/a	OG0020954	0	0	0	0	0	0	0	1	0
n/a	OG0020955	0	0	0	0	0	0	0	1	0
n/a	OG0020956	0	0	0	0	0	0	0	1	0
n/a	OG0020958	0	0	0	0	0	0	0	1	0
n/a	OG0020959	0	0	0	0	0	0	0	1	0
n/a	OG0020961	0	0	0	0	0	0	0	1	0
n/a	OG0020962	0	0	0	0	0	0	0	1	0
n/a	OG0020964	0	0	0	0	0	0	1	0	1
n/a	OG0020966	0	0	0	0	0	0	0	1	0
n/a	OG0020967	0	0	0	0	0	0	1	0	0
n/a	OG0020968	0	0	0	0	0	0	0	1	0
n/a	OG0020969	0	0	0	0	0	0	0	1	0
